,Company,Style,Price,Star Ratings List,Size,Country of Manufacturer,Units Sold,Units Returned,Months on Market,Sales Trend,Average Star Rating
83,Urban Style,trouser,29.72,"[1.0, 5.0, 5.0, 2.3, 5.0, 2.9, 2.9, 1.3, 1.9, 2.5]",S,Vietnam,4305,-29,7,Stable,1.5474063755065868
84,Denim Co.,sailor,107.65,"[2.8, 4.5, 3.7, 5.0, 2.2, 5.0, 5.0, 3.0, 4.8, 3.3]",XL,Bangladesh,8501,163,17,Stable,2.38223258194102
85,Urban Style,jogger,63.08,"[5.0, 2.3, 5.0, 4.9, 4.0, 3.2, 3.3, 3.6, 4.5, 3.5]",XS,Bangladesh,8704,4,31,Decreasing,2.38223258194102
86,Denim Co.,trouser,124.69,"[2.1, 5.0, 3.3, 1.9, 3.6, 2.7, 1.8, 3.3, 5.0, 5.0]",XL,China,2076,192,40,Increasing,1.8704466139817328
87,Urban Style,trouser,136.31,"[3.1, 2.3, 1.8, 1.7, 1.9, 1.7, 5.0, 5.0, 1.4, 5.0]",M,Vietnam,9094,315,52,Decreasing,1.4763570296167658
88,Urban Style,skinny,54.71,"[2.5, 1.1, 2.3, 4.2, 5.0, 5.0, 3.2, 2.4, 2.4, 4.5]",M,Turkey,3770,60,8,Decreasing,1.7767675702988819
89,Retro Wear,paper bag,108.76,"[1.6, 1.2, 4.0, 5.0, 4.4, 3.6, 3.5, 1.9, 5.0, 5.0]",XS,China,3353,175,13,Stable,2.0016145093534483
90,Retro Wear,flared,74.45,"[1.3, 3.2, 3.0, 2.7, 5.0, 4.5, 4.7, 5.0, 4.9, 5.0]",XS,Mexico,9916,66,19,Stable,2.38223258194102
91,Classic Cuts,sailor,101.16,"[5.0, 5.0, 3.1, 2.6, 1.5, 2.2, 3.0, 2.7, 1.8, 3.4]",S,Mexico,1555,470,22,Increasing,1.5874319485779078
92,Trendy Tailors,straight,148.46,"[2.3, 3.5, 5.0, 5.0, 3.3, 1.1, 1.9, 5.0, 2.9, 1.2]",XL,USA,261,107,36,Decreasing,1.6604885619845433
93,Modern Denim,wide,68.59,"[2.1, 1.4, 3.5, 2.7, 3.9, 4.6, 5.0, 5.0, 1.7, 2.5]",XS,USA,4882,76,53,Increasing,1.7599565045395236
94,Vintage Vogue,skinny,87.21000000000001,"[3.8, 3.5, 2.4, 1.1, 4.2, 4.5, 3.3, 5.0, 3.7, 1.3]",M,Turkey,4949,414,45,Decreasing,1.7936461848862064
95,Comfort Fit,straight,115.2,"[3.8, 3.6, 4.6, 4.4, 5.0, 1.7, 2.5, 1.6, 1.7, 4.8]",XL,Bangladesh,1580,393,6,Increasing,1.870446613981732
96,Vintage Vogue,wide,67.46,"[3.1, 4.5, 4.0, 5.0, 5.0, 4.2, 4.2, 4.2, 4.4, 5.0]",XS,Bangladesh,2649,-10,47,Decreasing,2.823543272217697
97,Comfort Fit,wide,89.25,"[4.3, 4.4, 1.2, 5.0, 2.6, 4.6, 2.0, 2.5, 5.0, 1.9]",L,China,3176,460,15,Decreasing,1.8532590179085613
98,Classic Cuts,cropped,31.64,"[4.9, 2.2, 3.2, 2.3, 5.0, 2.3, 4.6, 3.6, 2.7, 4.4]",L,USA,7927,310,46,Stable,2.0016145093534483
99,Classic Cuts,cropped,43.230000000000004,"[1.6, 5.0, 3.0, 2.0, 5.0, 5.0, 3.3, 4.5, 2.0, 3.2]",M,Turkey,573,300,38,Increasing,1.9486622873431183
100,Retro Wear,tapered,48.48,"[4.7, 2.3, 5.0, 4.9, 3.9, 1.1, 4.7, 1.9, 5.0, 4.4]",L,China,8534,152,17,Stable,2.248380532697135
101,Jeans Unlimited,straight,133.43,"[4.1, 5.0, 3.1, 1.6, 1.6, 2.3, 5.0, 1.8, 4.3, 3.6]",L,China,6400,341,20,Decreasing,1.7599565045395236
102,Urban Style,tapered,50.0,"[3.1, 4.3, 5.0, 1.3, 3.0, 3.1, 4.9, 2.4, 4.0, 1.4]",XL,Turkey,5849,302,49,Stable,1.7683536175558443
103,Blue Threads,cropped,70.28999999999999,"[3.3, 3.5, 3.3, 5.0, 3.6, 4.6, 5.0, 1.5, 5.0, 1.4]",S,India,1456,439,11,Increasing,2.091352798051915
104,Blue Threads,skinny,130.59,"[3.1, 4.6, 3.7, 4.4, 5.0, 2.7, 1.5, 1.5, 1.8, 3.9]",XS,Vietnam,9131,264,13,Decreasing,1.7432126128170133
105,Jeans Unlimited,trouser,51.93,"[2.2, 4.9, 3.7, 4.3, 3.5, 2.5, 5.0, 2.1, 1.1, 5.0]",S,China,4402,237,54,Decreasing,1.9224304783699333
106,Comfort Fit,paper bag,131.41000000000003,"[3.7, 4.0, 2.8, 1.6, 5.0, 1.6, 5.0, 5.0, 2.6, 2.8]",S,Vietnam,4057,212,23,Decreasing,1.905031866199602
107,Classic Cuts,wide,108.47,"[1.1, 2.1, 4.7, 2.7, 3.7, 1.4, 4.2, 5.0, 1.1, 5.0]",XL,Bangladesh,7952,27,29,Decreasing,1.6441405685069412
108,Comfort Fit,wide,102.05999999999999,"[2.8, 2.1, 2.3, 5.0, 4.5, 3.8, 1.5, 1.7, 4.0, 5.0]",M,Vietnam,5431,179,18,Decreasing,1.7851984100359064
109,Comfort Fit,sailor,130.94,"[1.7, 3.4, 2.4, 4.2, 4.4, 4.5, 5.0, 3.7, 5.0, 5.0]",M,Bangladesh,9628,473,46,Decreasing,2.38223258194102
110,Vintage Vogue,straight,69.07000000000001,"[5.0, 3.7, 1.7, 2.3, 3.9, 1.7, 3.3, 4.4, 5.0, 3.7]",M,Bangladesh,1293,258,40,Stable,1.9574421888539835
111,Trendy Tailors,sailor,53.510000000000005,"[1.5, 4.4, 5.0, 3.1, 4.5, 2.4, 4.5, 2.7, 4.0, 2.9]",M,USA,4140,171,16,Stable,1.9838907373057266
112,Modern Denim,flared,106.78999999999999,"[1.9, 3.3, 5.0, 2.9, 5.0, 5.0, 3.6, 5.0, 1.8, 4.4]",M,USA,3530,271,55,Stable,2.248380532697135
113,Blue Threads,straight,122.54,"[3.5, 2.3, 4.4, 1.1, 5.0, 5.0, 4.4, 5.0, 2.2, 2.4]",XS,China,9030,455,48,Decreasing,2.0105040344391902
114,Vintage Vogue,trouser,58.26,"[4.0, 5.0, 1.1, 4.6, 3.9, 2.3, 2.2, 1.9, 4.5, 3.6]",XL,Mexico,1605,152,50,Decreasing,1.8190916143115734
115,Blue Threads,flared,113.99,"[5.0, 2.0, 4.4, 1.2, 4.1, 5.0, 3.6, 2.0, 3.3, 2.5]",XL,Mexico,298,32,38,Increasing,1.8190916143115734
116,Blue Threads,skinny,128.53,"[2.0, 1.7, 4.1, 5.0, 3.0, 1.3, 3.1, 3.7, 1.8, 2.7]",M,China,3919,153,14,Increasing,1.437433499304733
117,Urban Style,trouser,22.22,"[4.4, 1.3, 1.2, 4.3, 5.0, 1.3, 1.6, 1.2, 1.4, 1.9]",XL,India,9801,78,42,Increasing,1.0833128649406696
118,Trendy Tailors,flared,102.09,"[1.1, 2.3, 5.0, 4.2, 5.0, 3.2, 1.4, 1.6, 3.6, 5.0]",M,USA,6758,226,16,Decreasing,1.7599565045395236
119,Retro Wear,cropped,114.38000000000001,"[3.3, 4.4, 2.0, 5.0, 4.7, 3.9, 4.5, 1.0, 4.0, 4.9]",XL,China,9440,159,9,Stable,2.2296023319881213
120,Vintage Vogue,sailor,149.1,"[5.0, 2.3, 1.5, 4.0, 2.7, 2.0, 1.1, 5.0, 3.5, 3.6]",S,Turkey,5604,329,24,Stable,1.6197401920324044
121,Retro Wear,jogger,29.61,"[4.8, 3.2, 1.6, 5.0, 1.7, 4.6, 2.1, 3.8, 3.1, 2.4]",L,Bangladesh,8711,265,31,Increasing,1.7515761848244589
122,Retro Wear,flared,62.480000000000004,"[2.8, 5.0, 4.9, 3.4, 4.4, 5.0, 1.1, 3.6, 5.0, 3.2]",L,India,4150,519,40,Decreasing,2.2956951922519115
123,Comfort Fit,skinny,151.88,"[3.9, 3.5, 4.3, 4.7, 3.1, 5.0, 5.0, 4.2, 4.7, 3.0]",XS,China,4053,465,16,Decreasing,2.5915517580426997
124,Comfort Fit,skinny,54.870000000000005,"[5.0, 4.1, 5.0, 3.8, 1.8, 2.3, 4.4, 2.3, 1.5, 5.0]",XS,Bangladesh,7113,352,12,Stable,2.0016145093534483
125,Blue Threads,tapered,108.72,"[3.3, 5.0, 4.9, 3.4, 5.0, 1.6, 2.5, 3.6, 5.0, 1.7]",S,Vietnam,400,15,41,Decreasing,2.0732537685868664
126,Denim Co.,jogger,148.5,"[4.9, 5.0, 1.6, 3.5, 4.0, 2.6, 4.0, 3.9, 2.5, 2.0]",XS,Vietnam,2336,520,16,Decreasing,1.8963591481556645
127,Blue Threads,cropped,42.059999999999995,"[5.0, 2.4, 2.2, 4.9, 1.7, 5.0, 3.3, 4.5, 2.5, 5.0]",M,Mexico,3609,353,50,Increasing,2.118645994484688
128,Vintage Vogue,cropped,104.61,"[5.0, 4.6, 4.2, 1.6, 1.5, 4.3, 1.6, 3.0, 5.0, 4.9]",XL,Turkey,5922,214,20,Increasing,2.0462481552711163
129,Classic Cuts,straight,132.83,"[2.8, 5.0, 3.6, 4.4, 2.8, 1.5, 3.7, 5.0, 2.8, 2.0]",XS,Bangladesh,6372,196,49,Stable,1.8618441117748818
130,Urban Style,flared,116.78999999999999,"[2.5, 5.0, 4.7, 5.0, 2.8, 4.9, 4.6, 3.0, 3.1, 3.5]",S,Vietnam,9674,164,7,Stable,2.3628459966786632
131,Urban Style,paper bag,114.39,"[4.7, 3.1, 3.0, 5.0, 4.6, 2.2, 5.0, 2.9, 3.4, 2.6]",S,China,1417,248,-1,Decreasing,2.118645994484688
132,Classic Cuts,straight,56.51,"[1.8, 3.3, 2.2, 2.1, 3.2, 3.1, 4.9, 2.5, 5.0, 3.2]",XL,Turkey,8611,282,61,Decreasing,1.6686869882431197
133,Jeans Unlimited,jogger,117.03999999999999,"[2.0, 4.6, 1.0, 4.6, 4.1, 2.5, 4.2, 4.3, 3.4, 5.0]",M,USA,6220,70,30,Decreasing,2.0462481552711163
134,Vintage Vogue,cropped,130.97,"[5.0, 2.5, 4.7, 5.0, 4.6, 2.7, 3.9, 1.7, 3.0, 5.0]",L,Turkey,2785,197,18,Decreasing,2.267242637500627
135,Classic Cuts,cropped,41.87,"[5.0, 1.5, 1.3, 5.0, 1.2, 1.8, 1.9, 5.0, 3.8, 3.5]",M,China,6028,131,6,Stable,1.563368848668292
136,Trendy Tailors,sailor,142.6,"[3.5, 5.0, 1.6, 2.8, 1.8, 4.3, 5.0, 5.0, 4.0, 3.7]",L,USA,1311,53,29,Increasing,2.136938939981779
137,Vintage Vogue,jogger,99.66,"[2.9, 4.1, 1.0, 1.1, 1.7, 5.0, 5.0, 2.8, 1.2, 2.0]",XS,Bangladesh,9132,158,34,Decreasing,1.3154781871522907
138,Comfort Fit,straight,156.36,"[4.2, 1.3, 1.7, 5.0, 3.2, 3.0, 5.0, 5.0, 4.8, 2.0]",L,Vietnam,2491,69,55,Stable,2.0016145093534483
139,Jeans Unlimited,flared,47.4,"[4.5, 4.9, 3.8, 4.4, 2.9, 5.0, 3.0, 3.7, 5.0, 4.2]",XL,USA,1633,25,23,Increasing,2.5915517580426997
140,Blue Threads,flared,31.020000000000003,"[1.3, 2.6, 1.6, 5.0, 4.7, 4.8, 3.8, 2.6, 1.9, 1.8]",XS,China,9841,61,6,Decreasing,1.5713739345482098
141,Classic Cuts,paper bag,120.37,"[3.1, 3.1, 2.7, 5.0, 5.0, 1.3, 3.2, 5.0, 4.7, 3.1]",XL,China,5047,144,8,Increasing,2.091352798051915
142,Classic Cuts,paper bag,88.47,"[5.0, 4.8, 1.5, 4.3, 1.1, 2.4, 1.8, 1.1, 4.5, 1.1]",L,Turkey,9381,42,54,Increasing,1.3759628057595685
143,Comfort Fit,skinny,62.940000000000005,"[3.5, 2.9, 1.9, 5.0, 3.9, 2.5, 1.3, 1.4, 4.9, 1.9]",XS,India,1361,451,56,Increasing,1.499898603921828
144,Urban Style,sailor,145.87,"[2.0, 2.7, 2.2, 3.1, 1.4, 3.2, 1.1, 5.0, 4.4, 5.0]",XS,India,5793,95,51,Increasing,1.57137393454821
145,Retro Wear,skinny,138.44,"[2.6, 5.0, 4.9, 4.4, 3.6, 1.0, 5.0, 3.3, 1.7, 3.3]",XL,USA,4183,327,31,Decreasing,1.9662401849160123
146,Retro Wear,skinny,146.8,"[2.0, 5.0, 2.6, 3.9, 5.0, 5.0, 1.5, 2.1, 3.2, 1.1]",S,Vietnam,1572,349,15,Increasing,1.6769017499897676
147,Jeans Unlimited,straight,117.05,"[1.6, 1.8, 4.3, 1.0, 4.5, 4.6, 5.0, 5.0, 3.5, 3.1]",L,Vietnam,3616,24,3,Increasing,1.9311564981655658
148,Urban Style,paper bag,67.06,"[5.0, 4.9, 5.0, 2.2, 2.9, 4.6, 1.2, 2.5, 4.7, 3.3]",M,USA,8971,150,4,Increasing,2.1004311550203028
149,Blue Threads,wide,46.64,"[3.5, 1.2, 1.2, 2.0, 1.2, 4.1, 5.0, 3.5, 2.1, 5.0]",M,India,7978,113,24,Decreasing,1.468541137073599
150,Jeans Unlimited,straight,82.86999999999999,"[2.8, 3.9, 5.0, 2.8, 5.0, 4.8, 2.5, 5.0, 2.4, 1.3]",XL,Mexico,9150,381,2,Stable,2.0283387367633097
151,Vintage Vogue,wide,57.629999999999995,"[2.9, 2.9, 3.0, 5.0, 1.4, 4.9, 5.0, 1.3, 5.0, 1.2]",S,Turkey,5327,296,43,Increasing,1.7767675702988823
152,Comfort Fit,trouser,95.66,"[4.6, 1.7, 4.7, 5.0, 3.0, 3.7, 5.0, 4.0, 3.6, 5.0]",L,Bangladesh,4176,55,53,Increasing,2.480559269263125
153,Retro Wear,cropped,30.650000000000002,"[2.1, 2.0, 2.1, 4.4, 3.2, 4.4, 3.9, 1.1, 5.0, 3.6]",XS,Mexico,1917,429,16,Stable,1.7099249185653862
154,Denim Co.,sailor,112.72,"[1.5, 1.6, 4.6, 1.4, 2.6, 4.4, 1.6, 4.3, 5.0, 2.9]",XS,China,3450,442,2,Decreasing,1.555379671681277
155,Jeans Unlimited,tapered,104.24000000000001,"[5.0, 3.3, 3.2, 4.1, 4.1, 2.6, 2.9, 4.2, 3.9, 3.6]",XS,Mexico,7884,54,46,Increasing,2.155310739274982
156,Blue Threads,cropped,37.169999999999995,"[3.4, 4.9, 4.6, 2.5, 2.8, 4.9, 1.2, 5.0, 4.1, 3.6]",L,India,3105,435,28,Increasing,2.1645264496409453
157,Comfort Fit,sailor,133.81,"[5.0, 1.6, 1.4, 4.5, 3.3, 2.1, 3.8, 3.9, 1.1, 2.0]",XL,Turkey,4002,177,23,Increasing,1.4607408581010815
158,Urban Style,trouser,103.64,"[1.7, 5.0, 4.3, 5.0, 5.0, 1.2, 2.4, 3.2, 2.8, 2.6]",XL,Turkey,7519,122,51,Decreasing,1.8276076282199698
159,Urban Style,skinny,71.1,"[3.0, 1.6, 4.8, 4.1, 4.1, 2.5, 5.0, 1.4, 5.0, 5.0]",L,China,6711,99,53,Decreasing,2.118645994484688
160,Modern Denim,jogger,80.01,"[2.7, 2.7, 2.1, 4.3, 4.2, 2.5, 5.0, 2.1, 1.8, 3.5]",XS,Turkey,8469,142,61,Stable,1.6359909293908925
161,Modern Denim,flared,35.1,"[1.4, 4.3, 1.6, 3.0, 4.7, 5.0, 3.1, 5.0, 2.1, 3.4]",L,Mexico,5092,310,27,Increasing,1.8618441117748816
162,Classic Cuts,tapered,109.89999999999999,"[1.8, 1.5, 5.0, 5.0, 5.0, 3.3, 4.5, 3.1, 2.6, 4.9]",XL,India,4967,179,3,Stable,2.136938939981779
163,Denim Co.,jogger,62.15,"[2.8, 1.3, 5.0, 4.0, 4.4, 2.5, 5.0, 5.0, 2.6, 5.0]",M,Turkey,7396,504,51,Decreasing,2.2202444088498443
164,Comfort Fit,jogger,25.75,"[5.0, 1.4, 1.7, 2.8, 4.6, 3.6, 5.0, 5.0, 4.3, 1.1]",S,Vietnam,9356,297,19,Stable,1.939900412651872
165,Jeans Unlimited,paper bag,47.86,"[5.0, 5.0, 4.4, 1.7, 1.7, 5.0, 2.3, 3.1, 3.8, 4.7]",XS,Vietnam,6815,271,37,Stable,2.136938939981779
166,Comfort Fit,jogger,71.88,"[2.0, 5.0, 1.8, 1.2, 3.7, 1.2, 4.4, 1.4, 5.0, 2.8]",M,Vietnam,3102,76,12,Increasing,1.445187058954756
167,Trendy Tailors,paper bag,31.08,"[1.5, 1.0, 5.0, 3.8, 4.8, 2.2, 3.7, 2.7, 5.0, 3.6]",XS,Mexico,4904,106,20,Stable,1.8361408309936622
168,Blue Threads,tapered,39.91,"[1.2, 5.0, 3.5, 5.0, 2.3, 2.0, 1.6, 4.1, 3.1, 4.4]",M,USA,7058,328,3,Stable,1.7432126128170133
169,Urban Style,flared,105.78999999999999,"[2.5, 3.0, 5.0, 3.7, 1.4, 4.0, 4.6, 2.5, 2.8, 2.8]",M,Turkey,2436,80,2,Decreasing,1.7515761848244589
170,Trendy Tailors,sailor,51.940000000000005,"[4.2, 4.7, 1.6, 5.0, 5.0, 1.5, 1.2, 3.9, 3.8, 2.6]",S,USA,5656,145,11,Increasing,1.8532590179085613
171,Denim Co.,trouser,68.65,"[5.0, 4.5, 1.2, 3.8, 4.7, 3.9, 3.9, 3.9, 3.6, 3.8]",XL,USA,6298,200,35,Decreasing,2.2861895919620774
172,Retro Wear,cropped,114.21,"[5.0, 3.2, 3.1, 4.5, 5.0, 1.1, 5.0, 5.0, 1.7, 2.2]",XL,Turkey,1215,142,28,Stable,2.0552310804041167
173,Denim Co.,paper bag,27.810000000000002,"[4.9, 2.7, 4.3, 2.7, 1.1, 4.2, 1.3, 1.1, 3.5, 5.0]",L,Turkey,9626,210,24,Increasing,1.6278574819544738
174,Comfort Fit,trouser,119.01,"[3.8, 5.0, 5.0, 2.3, 2.0, 3.0, 5.0, 4.4, 1.6, 5.0]",XS,Turkey,2975,340,46,Stable,2.1737621653427044
175,Comfort Fit,tapered,78.49000000000001,"[1.3, 5.0, 4.1, 1.0, 4.2, 4.4, 3.6, 1.4, 2.1, 4.2]",XS,Turkey,2329,83,41,Increasing,1.6686869882431197
176,Blue Threads,tapered,27.38,"[5.0, 4.9, 4.4, 1.4, 5.0, 5.0, 2.4, 3.9, 4.8, 3.4]",S,Vietnam,26,430,57,Increasing,2.4706194265908237
177,Modern Denim,jogger,39.04,"[5.0, 1.3, 3.0, 1.7, 1.3, 4.1, 3.1, 5.0, 5.0, 4.9]",M,Mexico,4679,479,3,Increasing,1.9311564981655658
178,Classic Cuts,skinny,26.14,"[3.0, 2.8, 2.7, 1.9, 5.0, 3.1, 4.7, 2.6, 4.0, 1.4]",M,China,5491,191,11,Decreasing,1.660488561984543
179,Jeans Unlimited,wide,104.77,"[1.9, 2.1, 5.0, 2.3, 3.0, 2.8, 1.1, 3.5, 1.9, 4.0]",XL,China,5930,369,34,Stable,1.3759628057595679
180,Trendy Tailors,straight,117.76,"[4.9, 2.4, 4.1, 4.9, 5.0, 1.5, 2.8, 5.0, 5.0, 2.6]",XL,Bangladesh,3817,173,32,Increasing,2.27670544815825
181,Blue Threads,flared,107.45,"[5.0, 5.0, 4.0, 5.0, 2.3, 3.9, 4.4, 1.1, 1.9, 1.8]",XL,Mexico,4575,30,30,Stable,1.9311564981655658
182,Urban Style,cropped,102.97999999999999,"[4.6, 5.0, 4.5, 2.5, 2.8, 5.0, 4.4, 1.4, 2.1, 5.0]",S,Mexico,3546,367,44,Decreasing,2.192294017303783
183,Jeans Unlimited,paper bag,67.5,"[2.1, 1.3, 1.8, 1.5, 2.7, 2.5, 5.0, 5.0, 1.9, 3.5]",M,China,1373,232,38,Stable,1.3531658917903508
184,Jeans Unlimited,trouser,129.45000000000002,"[3.2, 3.7, 4.4, 2.1, 5.0, 5.0, 1.8, 5.0, 1.4, 5.0]",S,Vietnam,6968,92,34,Stable,2.1277826578243912
185,Classic Cuts,jogger,43.349999999999994,"[2.3, 3.7, 4.7, 5.0, 4.1, 3.8, 5.0, 1.9, 2.9, 3.9]",XS,Turkey,8811,79,41,Stable,2.192294017303782
186,Jeans Unlimited,sailor,94.91,"[2.2, 3.0, 1.1, 1.9, 5.0, 2.0, 5.0, 1.3, 5.0, 4.5]",L,Bangladesh,2905,320,11,Decreasing,1.6441405685069412
187,Retro Wear,paper bag,21.59,"[3.4, 3.1, 5.0, 3.7, 4.9, 5.0, 3.0, 5.0, 1.9, 1.8]",S,USA,2204,410,40,Decreasing,2.1461149351943005
188,Modern Denim,cropped,120.97,"[3.9, 3.9, 5.0, 3.7, 4.9, 5.0, 3.0, 2.6, 3.5, 5.0]",M,Vietnam,1238,162,4,Decreasing,2.5005124517910793
189,Classic Cuts,jogger,103.95,"[2.2, 1.1, 4.0, 2.7, 2.6, 5.0, 1.8, 5.0, 1.4, 3.0]",XS,India,5079,35,34,Increasing,1.4685411370735983
190,Comfort Fit,wide,53.790000000000006,"[5.0, 5.0, 3.9, 1.9, 1.9, 4.4, 4.5, 5.0, 2.7, 1.3]",M,Mexico,6765,285,15,Decreasing,2.0372840673575583
191,Trendy Tailors,trouser,132.57000000000002,"[2.4, 1.1, 2.2, 4.3, 2.1, 3.5, 3.1, 5.0, 5.0, 1.2]",L,India,5239,38,23,Increasing,1.555379671681277
192,Modern Denim,tapered,138.27,"[2.7, 1.9, 4.2, 5.0, 5.0, 1.7, 1.2, 2.7, 1.7, 4.5]",L,Turkey,8247,291,13,Decreasing,1.6116390261603502
193,Comfort Fit,wide,136.46,"[3.6, 5.0, 3.1, 5.0, 1.5, 1.9, 5.0, 1.4, 2.3, 3.0]",M,USA,9454,310,60,Increasing,1.7099249185653855
194,Denim Co.,straight,114.65,"[3.2, 1.3, 4.2, 5.0, 5.0, 4.9, 4.3, 2.7, 4.8, 2.5]",S,USA,4878,122,59,Stable,2.248380532697135
195,Denim Co.,jogger,127.87,"[4.9, 3.2, 1.0, 4.8, 2.6, 1.5, 4.5, 5.0, 5.0, 5.0]",M,Bangladesh,1717,208,39,Decreasing,2.2109071213927494
196,Retro Wear,cropped,51.87,"[4.3, 2.4, 3.9, 5.0, 5.0, 1.2, 1.5, 1.3, 4.4, 1.1]",XS,China,9301,-24,53,Stable,1.57137393454821
197,Denim Co.,flared,14.71,"[5.0, 2.8, 2.0, 1.8, 4.7, 5.0, 5.0, 3.8, 3.7, 1.9]",S,Vietnam,9023,323,35,Decreasing,2.046248155271118
198,Urban Style,flared,39.76,"[4.8, 4.5, 2.6, 5.0, 2.8, 4.4, 5.0, 5.0, 2.3, 4.6]",S,India,2923,377,2,Decreasing,2.550832758625188
199,Trendy Tailors,paper bag,110.0,"[2.6, 3.6, 2.9, 5.0, 4.8, 4.6, 1.5, 3.3, 1.5, 2.8]",S,Turkey,7270,219,21,Stable,1.7767675702988823
0,Trendy Tailors,tapered,100.39,"[3.7, 1.7, 5.0, 1.1, 1.2, 3.5, 1.4, 1.9, 1.2, 4.2]",XL,Mexico,9184,102,50,Decreasing,1.1757483926975425
1,Urban Style,tapered,112.25,"[1.3, 5.0, 5.0, 2.4, 2.3, 4.7, 2.1, 2.8, 2.6, 5.0]",XS,Bangladesh,3502,-32,11,Stable,1.8276076282199698
2,Blue Threads,cropped,76.02,"[4.1, 4.6, 2.3, 3.3, 3.0, 1.5, 4.9, 5.0, 5.0, 4.8]",L,Bangladesh,5416,-38,30,Increasing,2.305222374505112
3,Trendy Tailors,wide,85.41,"[3.0, 3.1, 1.4, 4.9, 4.5, 4.9, 4.1, 5.0, 5.0, 3.1]",S,USA,337,379,4,Stable,2.353186562210347
4,Blue Threads,flared,22.87,"[2.7, 3.1, 1.2, 1.3, 1.9, 1.8, 1.5, 5.0, 2.5, 4.9]",XL,USA,7452,514,16,Increasing,1.2486042262134758
5,Denim Co.,flared,60.34,"[5.0, 1.2, 4.7, 5.0, 3.4, 5.0, 3.0, 4.8, 3.6, 4.4]",XS,Mexico,3432,231,49,Decreasing,2.460703847028781
6,Classic Cuts,cropped,59.82,"[1.6, 1.9, 3.7, 2.8, 1.6, 1.4, 1.9, 2.8, 5.0, 1.5]",XL,Bangladesh,1934,513,10,Stable,1.1256553419911783
7,Blue Threads,paper bag,132.16,"[1.9, 5.0, 3.7, 1.3, 4.7, 4.3, 3.2, 5.0, 5.0, 3.4]",XL,Turkey,6480,336,14,Stable,2.2109071213927494
8,Denim Co.,tapered,133.79,"[2.1, 5.0, 2.5, 2.0, 5.0, 1.1, 4.9, 5.0, 3.5, 1.2]",XS,China,9884,474,57,Stable,1.7515761848244598
9,Urban Style,sailor,98.11,"[3.7, 4.6, 1.4, 5.0, 1.3, 5.0, 1.8, 5.0, 2.9, 3.4]",XL,USA,4728,267,56,Decreasing,1.905031866199602
10,Denim Co.,flared,149.43,"[3.3, 4.7, 5.0, 2.3, 3.8, 1.0, 3.7, 3.0, 3.2, 2.0]",L,Turkey,9178,195,18,Decreasing,1.7265355336513357
11,Blue Threads,straight,96.82000000000001,"[5.0, 4.7, 3.5, 4.0, 1.1, 2.9, 1.9, 5.0, 1.9, 5.0]",S,China,8960,51,48,Increasing,1.9838907373057266
12,Vintage Vogue,sailor,112.74,"[1.0, 1.9, 1.5, 5.0, 1.8, 1.9, 4.6, 3.8, 3.7, 5.0]",L,Bangladesh,8476,127,29,Decreasing,1.5793949580542779
13,Vintage Vogue,tapered,109.61,"[4.4, 5.0, 4.5, 3.1, 4.2, 3.9, 5.0, 1.1, 2.1, 4.8]",L,Bangladesh,3875,15,52,Decreasing,2.267242637500627
14,Blue Threads,paper bag,105.94999999999999,"[2.9, 3.7, 5.0, 5.0, 3.1, 3.9, 3.1, 5.0, 1.2, 4.7]",M,USA,1170,523,8,Decreasing,2.2202444088498448
15,Blue Threads,tapered,47.95,"[2.2, 1.0, 5.0, 1.5, 3.6, 5.0, 1.0, 1.8, 4.0, 1.9]",M,India,1224,262,59,Increasing,1.3305072660710398
16,Modern Denim,jogger,124.65,"[4.9, 2.6, 4.8, 3.4, 3.3, 3.5, 5.0, 1.0, 5.0, 1.9]",M,China,7162,181,10,Stable,2.0194120848938413
17,Trendy Tailors,jogger,143.33,"[2.3, 3.8, 3.9, 1.4, 5.0, 3.7, 4.7, 1.6, 5.0, 1.1]",M,Mexico,8339,209,31,Increasing,1.7683536175558443
18,Retro Wear,paper bag,125.69,"[1.4, 5.0, 2.5, 1.6, 3.4, 1.6, 4.4, 1.3, 4.8, 4.8]",L,USA,6978,321,44,Decreasing,1.6278574819544736
19,Comfort Fit,cropped,100.74000000000001,"[3.7, 4.1, 3.1, 5.0, 1.7, 4.5, 1.6, 3.5, 2.9, 1.9]",XS,India,695,511,44,Increasing,1.7265355336513355
20,Denim Co.,wide,134.32999999999998,"[2.4, 2.3, 2.5, 5.0, 3.5, 1.2, 2.5, 4.3, 3.1, 4.5]",M,Vietnam,8126,423,10,Decreasing,1.6686869882431197
21,Retro Wear,cropped,135.14000000000001,"[3.1, 5.0, 2.3, 5.0, 4.1, 2.2, 5.0, 2.5, 1.4, 4.4]",XS,Turkey,8914,225,54,Decreasing,1.9838907373057266
22,Comfort Fit,skinny,23.86,"[3.5, 2.1, 3.6, 4.1, 4.6, 3.1, 2.9, 2.9, 5.0, 2.4]",L,Bangladesh,9473,445,20,Decreasing,1.9137222888350394
23,Vintage Vogue,straight,68.61,"[5.0, 2.7, 1.8, 1.3, 5.0, 4.5, 1.2, 2.3, 3.8, 3.4]",M,India,5509,287,0,Stable,1.6441405685069412
24,Classic Cuts,skinny,60.19,"[3.3, 2.9, 3.9, 2.8, 4.8, 4.2, 5.0, 5.0, 2.7, 3.5]",XL,Bangladesh,605,159,35,Stable,2.267242637500627
